id_client,age,genre,situation_matrimoniale,nb_personnes_charge,secteur_activite,anciennete_activite_annees,revenu_mensuel_gnf,membre_tontine,possede_mobile_money,membre_association_marchands,nb_credits_anterieurs,a_deja_eu_retard,jours_retard_max_anterieur,garant_disponible,score_bureau_credit,montant_pret_demande_gnf,duree_pret_mois,ratio_pret_revenu,defaut_paiement
MAD-00386,29,Femme,Marié(e),3,Chaussures,7.2,2445000,Non,Oui,Non,0,0,0,Oui,539,931000,6,0.38,0
MAD-00387,42,Femme,Marié(e),2,Quincaillerie,0.9,1062000,Non,Oui,Non,3,0,0,Non,618,637000,9,0.6,0
MAD-00388,43,Homme,Divorcé(e),0,Vêtements,29.6,2232000,Oui,Oui,Non,2,0,0,Non,735,1370000,9,0.61,0
MAD-00389,41,Femme,Veuf(ve),4,Cosmétiques,1.8,2342000,Oui,Oui,Non,0,0,0,Oui,762,1888000,24,0.81,0
MAD-00390,22,Femme,Divorcé(e),2,Chaussures,4.8,2931000,Oui,Non,Oui,0,0,0,Oui,662,3601000,18,1.23,0
MAD-00391,18,Femme,Célibataire,3,Cosmétiques,0.1,2182000,Oui,Oui,Non,1,0,0,Oui,557,1410000,12,0.65,0
MAD-00392,38,Femme,Célibataire,1,Tissus_Pagnes,3.4,3690000,Non,Non,Oui,1,0,0,Oui,529,7080000,24,1.92,0
MAD-00393,32,Homme,Veuf(ve),1,Vêtements,4.3,2293000,Oui,Oui,Oui,0,0,0,Non,568,467000,6,0.2,0
MAD-00394,43,Homme,Marié(e),0,Chaussures,2.5,1864000,Oui,Non,Non,4,0,0,Non,790,487000,3,0.26,0
MAD-00395,45,Homme,Marié(e),3,Vêtements,4.2,4269000,Non,Oui,Oui,1,0,0,Non,565,1231000,3,0.29,0
MAD-00396,39,Femme,Célibataire,1,Alimentation,0.8,6306000,Non,Oui,Oui,3,0,0,Oui,629,6951000,18,1.1,1
MAD-00397,46,Femme,Marié(e),2,Tissus_Pagnes,5.1,1762000,Oui,Non,Non,2,1,53,Non,446,723000,6,0.41,0
MAD-00398,40,Femme,Marié(e),1,Vêtements,11.9,3739000,Non,Non,Non,1,0,0,Oui,495,5245000,18,1.4,1
MAD-00399,43,Femme,Marié(e),2,Alimentation,1.8,1091000,Oui,Non,Oui,1,0,0,Oui,622,321000,9,0.29,0
MAD-00400,30,Femme,Célibataire,3,Alimentation,15.1,1768000,Oui,Non,Non,1,0,0,Non,590,300000,3,0.17,0
MAD-00401,36,Femme,Marié(e),2,Chaussures,2.4,2212000,Oui,Oui,Oui,1,1,44,Non,531,1253000,9,0.57,1
MAD-00402,40,Femme,Marié(e),2,Divers,2.6,5600000,Non,Oui,Oui,0,0,0,Non,466,5494000,9,0.98,0
MAD-00403,47,Femme,Marié(e),2,Tissus_Pagnes,4.4,2059000,Oui,Oui,Oui,0,1,16,Oui,589,527000,9,0.26,0
MAD-00404,33,Femme,Marié(e),4,Alimentation,3.7,1999000,Oui,Non,Oui,3,0,0,Oui,759,3572000,18,1.79,0
MAD-00405,43,Homme,Divorcé(e),3,Électronique_Téléphonie,4.9,3164000,Non,Non,Non,2,0,0,Non,523,2031000,12,0.64,1
MAD-00406,35,Homme,Marié(e),2,Vêtements,11.6,3367000,Non,Non,Non,2,0,0,Non,680,1161000,6,0.34,0
MAD-00407,36,Femme,Célibataire,4,Divers,10.7,2242000,Oui,Non,Non,2,0,0,Oui,308,2389000,12,1.07,0
MAD-00408,47,Homme,Célibataire,2,Cosmétiques,1.7,8870000,Oui,Oui,Non,0,0,0,Oui,547,5794000,6,0.65,1
MAD-00409,18,Femme,Marié(e),1,Vêtements,3.2,2652000,Non,Oui,Non,1,0,0,Oui,428,3289000,18,1.24,0
MAD-00410,23,Homme,Divorcé(e),2,Tissus_Pagnes,12.3,3518000,Non,Oui,Non,2,0,0,Oui,711,1846000,6,0.52,0
MAD-00411,21,Homme,Célibataire,2,Vêtements,0.3,2380000,Oui,Oui,Oui,5,0,0,Oui,699,1009000,12,0.42,0
MAD-00412,18,Femme,Célibataire,2,Chaussures,1.1,3801000,Oui,Oui,Non,2,1,73,Non,417,1543000,9,0.41,0
MAD-00413,30,Homme,Marié(e),3,Alimentation,0.5,5849000,Oui,Oui,Non,2,1,5,Oui,638,430000,3,0.07,0
MAD-00414,46,Homme,Marié(e),2,Électronique_Téléphonie,2.6,7463000,Non,Non,Oui,2,0,0,Non,708,4070000,12,0.55,0
MAD-00415,34,Homme,Veuf(ve),2,Chaussures,2.7,2026000,Oui,Oui,Oui,0,1,68,Non,640,881000,6,0.43,0
MAD-00416,40,Homme,Célibataire,1,Électronique_Téléphonie,0.0,5419000,Non,Oui,Oui,1,1,74,Oui,452,4138000,12,0.76,1
MAD-00417,49,Femme,Veuf(ve),6,Quincaillerie,6.7,4203000,Oui,Non,Non,0,1,8,Oui,409,3840000,9,0.91,1
MAD-00418,52,Femme,Divorcé(e),4,Vêtements,14.1,5479000,Non,Oui,Non,1,1,24,Non,483,1803000,3,0.33,0
MAD-00419,37,Homme,Marié(e),1,Tissus_Pagnes,3.5,2917000,Oui,Oui,Non,1,0,0,Non,688,961000,6,0.33,0
MAD-00420,52,Femme,Célibataire,0,Électronique_Téléphonie,1.0,2699000,Non,Oui,Oui,0,1,49,Non,715,1339000,12,0.5,1
MAD-00421,39,Femme,Marié(e),0,Vêtements,13.4,5351000,Oui,Oui,Oui,1,0,0,Oui,615,4206000,9,0.79,0
MAD-00422,28,Femme,Célibataire,6,Alimentation,11.1,5334000,Oui,Oui,Non,0,1,24,Non,529,4318000,9,0.81,1
MAD-00423,31,Femme,Marié(e),5,Vêtements,4.7,7139000,Oui,Oui,Oui,1,0,0,Non,835,1486000,3,0.21,0
MAD-00424,21,Femme,Marié(e),5,Vêtements,0.3,3308000,Oui,Oui,Oui,0,0,0,Oui,656,1508000,6,0.46,0
MAD-00425,28,Homme,Célibataire,2,Électronique_Téléphonie,4.3,2918000,Oui,Non,Non,1,0,0,Oui,509,2523000,12,0.86,1
MAD-00426,34,Femme,Célibataire,4,Tissus_Pagnes,3.4,867000,Non,Non,Non,2,0,0,Non,589,525000,18,0.61,0
MAD-00427,46,Homme,Célibataire,5,Chaussures,6.8,1423000,Non,Oui,Non,3,0,0,Oui,689,357000,9,0.25,0
MAD-00428,56,Homme,Marié(e),2,Divers,14.6,2819000,Oui,Non,Non,3,1,33,Oui,564,1448000,9,0.51,1
MAD-00429,22,Femme,Marié(e),2,Vêtements,6.3,1803000,Oui,Oui,Oui,3,0,0,Non,691,865000,9,0.48,0
MAD-00430,42,Femme,Veuf(ve),5,Chaussures,12.0,4989000,Oui,Oui,Non,1,0,0,Oui,475,3907000,12,0.78,0
MAD-00431,26,Femme,Marié(e),2,Alimentation,12.4,1811000,Non,Oui,Non,3,0,0,Non,470,1196000,12,0.66,0
MAD-00432,43,Homme,Marié(e),1,Alimentation,7.3,2464000,Oui,Non,Non,1,0,0,Non,553,300000,6,0.12,0
MAD-00433,36,Homme,Célibataire,1,Alimentation,5.3,2453000,Oui,Non,Oui,0,0,0,Non,594,300000,12,0.12,0
MAD-00434,18,Femme,Marié(e),3,Vêtements,0.0,5738000,Oui,Non,Non,3,0,0,Oui,650,2643000,6,0.46,0
MAD-00435,48,Femme,Célibataire,3,Vêtements,3.9,2234000,Oui,Oui,Oui,1,1,78,Oui,560,300000,3,0.13,0
MAD-00436,31,Femme,Marié(e),2,Tissus_Pagnes,1.4,3836000,Oui,Oui,Non,2,0,0,Non,841,605000,3,0.16,0
MAD-00437,32,Femme,Divorcé(e),2,Vêtements,2.5,3369000,Oui,Oui,Non,0,0,0,Non,553,449000,3,0.13,0
MAD-00438,26,Homme,Divorcé(e),2,Alimentation,1.7,4912000,Oui,Oui,Non,0,1,59,Oui,503,1046000,6,0.21,0
MAD-00439,30,Homme,Veuf(ve),5,Cosmétiques,10.6,5039000,Non,Oui,Oui,3,0,0,Oui,536,527000,3,0.1,0
MAD-00440,42,Femme,Célibataire,1,Alimentation,0.1,2907000,Oui,Oui,Non,1,0,0,Oui,717,731000,3,0.25,0
MAD-00441,35,Homme,Marié(e),5,Électronique_Téléphonie,5.3,1323000,Oui,Oui,Oui,2,0,0,Oui,722,300000,3,0.23,1
MAD-00442,41,Femme,Célibataire,0,Quincaillerie,0.2,2610000,Oui,Oui,Non,0,1,32,Non,531,581000,3,0.22,0
MAD-00443,41,Homme,Divorcé(e),2,Chaussures,13.8,3340000,Non,Oui,Oui,0,0,0,Non,785,1554000,6,0.47,0
MAD-00444,52,Femme,Célibataire,5,Cosmétiques,26.4,4254000,Non,Oui,Oui,0,1,9,Oui,522,5073000,18,1.19,1
MAD-00445,34,Femme,Célibataire,5,Cosmétiques,2.9,2059000,Oui,Oui,Non,4,1,17,Non,687,1453000,9,0.71,0
MAD-00446,21,Homme,Célibataire,3,Cosmétiques,20.6,6158000,Non,Oui,Oui,1,0,0,Non,730,1084000,3,0.18,0
MAD-00447,49,Femme,Célibataire,1,Quincaillerie,0.1,2983000,Oui,Oui,Non,3,0,0,Non,497,1654000,6,0.55,0
MAD-00448,34,Homme,Célibataire,2,Divers,8.9,2050000,Oui,Oui,Oui,0,0,0,Non,671,1456000,9,0.71,0
MAD-00449,50,Homme,Marié(e),1,Tissus_Pagnes,7.9,2536000,Non,Oui,Non,2,0,0,Oui,354,1251000,6,0.49,0
MAD-00450,42,Femme,Marié(e),0,Cosmétiques,14.9,8991000,Non,Non,Oui,2,1,53,Non,594,1881000,6,0.21,0
MAD-00451,36,Femme,Célibataire,3,Électronique_Téléphonie,0.5,4278000,Oui,Oui,Non,1,0,0,Oui,520,1666000,6,0.39,0
MAD-00452,41,Femme,Marié(e),0,Alimentation,0.2,5271000,Oui,Oui,Non,1,0,0,Oui,671,591000,9,0.11,0
MAD-00453,59,Femme,Divorcé(e),4,Tissus_Pagnes,13.0,2058000,Oui,Oui,Non,1,0,0,Non,687,2306000,12,1.12,0
MAD-00454,60,Femme,Célibataire,3,Cosmétiques,2.0,2085000,Oui,Oui,Oui,0,0,0,Oui,720,802000,9,0.38,0
MAD-00455,38,Femme,Marié(e),6,Chaussures,19.6,2621000,Non,Oui,Non,4,1,35,Non,627,363000,3,0.14,0
MAD-00456,39,Homme,Divorcé(e),6,Vêtements,14.7,3715000,Oui,Oui,Non,2,0,0,Oui,625,300000,3,0.08,0
MAD-00457,49,Femme,Célibataire,3,Vêtements,1.8,2742000,Non,Non,Oui,1,0,0,Oui,565,2834000,18,1.03,0
MAD-00458,28,Femme,Célibataire,3,Alimentation,8.0,2500000,Oui,Oui,Non,3,0,0,Non,613,1549000,12,0.62,0
MAD-00459,41,Homme,Marié(e),4,Tissus_Pagnes,1.1,2454000,Non,Oui,Non,1,0,0,Oui,499,3060000,12,1.25,1
MAD-00460,37,Femme,Divorcé(e),4,Quincaillerie,1.3,1950000,Non,Non,Non,2,0,0,Oui,580,2801000,18,1.44,0
MAD-00461,41,Homme,Marié(e),4,Quincaillerie,21.9,3336000,Non,Oui,Oui,1,0,0,Oui,573,1365000,9,0.41,0
MAD-00462,28,Femme,Célibataire,2,Vêtements,8.4,5708000,Oui,Oui,Oui,2,0,0,Non,549,300000,3,0.05,0
MAD-00463,20,Homme,Marié(e),4,Vêtements,15.1,1740000,Oui,Oui,Non,3,1,19,Non,434,300000,12,0.17,0
MAD-00464,18,Femme,Célibataire,4,Électronique_Téléphonie,2.4,3651000,Oui,Oui,Non,2,1,10,Oui,490,716000,6,0.2,1
MAD-00465,25,Femme,Célibataire,3,Chaussures,4.5,6454000,Oui,Oui,Non,1,0,0,Non,336,1940000,12,0.3,0
MAD-00466,32,Homme,Célibataire,5,Tissus_Pagnes,6.7,2875000,Non,Non,Non,3,0,0,Non,572,1735000,9,0.6,0
MAD-00467,34,Femme,Marié(e),5,Vêtements,5.6,2379000,Oui,Oui,Oui,3,0,0,Oui,652,390000,3,0.16,0
MAD-00468,59,Femme,Divorcé(e),5,Alimentation,10.2,5224000,Oui,Non,Oui,2,0,0,Oui,378,921000,3,0.18,1
MAD-00469,50,Femme,Célibataire,4,Électronique_Téléphonie,2.9,1808000,Oui,Oui,Non,3,0,0,Non,641,375000,6,0.21,0
MAD-00470,27,Homme,Marié(e),2,Cosmétiques,15.1,3374000,Oui,Oui,Non,3,0,0,Oui,608,1887000,9,0.56,0
MAD-00471,41,Femme,Veuf(ve),3,Vêtements,2.3,1739000,Oui,Oui,Non,3,0,0,Non,514,300000,6,0.17,0
MAD-00472,33,Femme,Célibataire,3,Quincaillerie,3.0,1148000,Oui,Oui,Non,1,0,0,Oui,581,300000,3,0.26,0
MAD-00473,34,Femme,Veuf(ve),3,Cosmétiques,12.2,3087000,Non,Oui,Oui,0,0,0,Non,694,1465000,6,0.47,0
MAD-00474,40,Femme,Veuf(ve),3,Quincaillerie,3.5,1581000,Oui,Oui,Oui,0,0,0,Oui,532,1400000,18,0.89,0
MAD-00475,44,Femme,Divorcé(e),5,Tissus_Pagnes,5.8,3113000,Non,Oui,Oui,2,0,0,Non,607,2593000,12,0.83,0
MAD-00476,34,Femme,Célibataire,1,Tissus_Pagnes,5.3,5621000,Oui,Oui,Non,2,1,49,Non,577,601000,12,0.11,0
MAD-00477,49,Femme,Célibataire,2,Quincaillerie,1.8,8256000,Oui,Non,Oui,1,0,0,Oui,546,619000,9,0.07,0
MAD-00478,25,Femme,Marié(e),2,Divers,0.7,3135000,Non,Oui,Non,2,0,0,Oui,690,1877000,9,0.6,0
MAD-00479,38,Femme,Marié(e),4,Divers,7.3,5400000,Non,Oui,Oui,2,0,0,Non,636,2738000,6,0.51,0
MAD-00480,66,Femme,Célibataire,2,Électronique_Téléphonie,4.8,3828000,Oui,Non,Oui,1,0,0,Oui,597,602000,3,0.16,0
MAD-00481,40,Femme,Marié(e),0,Tissus_Pagnes,8.4,2648000,Non,Oui,Oui,2,0,0,Oui,812,889000,3,0.34,0
MAD-00482,53,Femme,Divorcé(e),4,Alimentation,0.5,1041000,Oui,Oui,Non,0,0,0,Non,711,417000,18,0.4,0
MAD-00483,39,Femme,Marié(e),2,Vêtements,4.4,7368000,Oui,Non,Oui,0,1,67,Oui,367,2741000,9,0.37,1
MAD-00484,44,Femme,Marié(e),4,Quincaillerie,1.4,1703000,Non,Oui,Non,1,0,0,Oui,564,316000,3,0.19,0
MAD-00485,37,Femme,Marié(e),4,Vêtements,3.9,6445000,Non,Oui,Non,0,0,0,Oui,821,4057000,9,0.63,0
MAD-00486,36,Femme,Marié(e),3,Chaussures,2.0,4034000,Oui,Oui,Oui,4,0,0,Oui,531,1059000,6,0.26,0
MAD-00487,29,Homme,Marié(e),0,Quincaillerie,1.3,1768000,Non,Oui,Non,2,0,0,Non,605,507000,9,0.29,0
MAD-00488,42,Femme,Marié(e),1,Divers,0.3,3521000,Non,Oui,Oui,2,0,0,Oui,710,3120000,12,0.89,1
MAD-00489,28,Femme,Divorcé(e),2,Quincaillerie,1.7,9611000,Oui,Oui,Oui,0,1,69,Oui,575,10668000,18,1.11,0
MAD-00490,45,Femme,Marié(e),1,Tissus_Pagnes,12.0,7243000,Oui,Non,Oui,0,0,0,Non,691,4321000,12,0.6,0
MAD-00491,49,Femme,Marié(e),4,Tissus_Pagnes,1.2,2267000,Oui,Oui,Non,1,1,24,Non,650,2889000,18,1.27,0
MAD-00492,42,Femme,Marié(e),6,Divers,5.2,2156000,Oui,Oui,Non,1,0,0,Oui,622,711000,6,0.33,0
MAD-00493,34,Femme,Marié(e),2,Alimentation,15.8,3600000,Non,Oui,Oui,2,0,0,Non,528,2369000,12,0.66,1
MAD-00494,42,Femme,Marié(e),3,Alimentation,12.9,3088000,Oui,Oui,Non,0,1,32,Non,611,2997000,18,0.97,1
MAD-00495,34,Femme,Célibataire,4,Divers,1.9,5779000,Oui,Non,Non,1,0,0,Oui,583,1311000,6,0.23,0
MAD-00496,48,Homme,Célibataire,4,Chaussures,2.1,4506000,Oui,Oui,Non,1,0,0,Oui,576,1907000,12,0.42,0
MAD-00497,18,Homme,Marié(e),4,Tissus_Pagnes,0.4,1178000,Oui,Oui,Non,5,0,0,Non,753,1278000,24,1.08,0
MAD-00498,34,Femme,Célibataire,7,Alimentation,9.3,4086000,Non,Oui,Non,4,0,0,Oui,565,2900000,12,0.71,1
MAD-00499,18,Femme,Marié(e),0,Tissus_Pagnes,12.5,3055000,Oui,Non,Non,2,0,0,Oui,773,300000,6,0.1,0
MAD-00500,21,Homme,Marié(e),3,Quincaillerie,8.6,3277000,Oui,Oui,Oui,2,1,42,Non,580,1611000,6,0.49,1
MAD-00501,53,Femme,Divorcé(e),6,Cosmétiques,3.2,3488000,Oui,Non,Non,4,0,0,Oui,605,2461000,12,0.71,0
MAD-00502,47,Homme,Marié(e),1,Vêtements,1.7,5770000,Non,Oui,Oui,2,0,0,Oui,436,3293000,18,0.57,0
MAD-00503,30,Femme,Divorcé(e),4,Tissus_Pagnes,17.2,5581000,Non,Oui,Non,1,0,0,Oui,790,1653000,3,0.3,0
MAD-00504,21,Homme,Marié(e),1,Quincaillerie,2.0,2018000,Non,Oui,Non,0,0,0,Non,599,719000,6,0.36,0
MAD-00505,18,Homme,Marié(e),3,Quincaillerie,0.0,2864000,Oui,Oui,Oui,3,0,0,Non,415,429000,6,0.15,1
MAD-00506,32,Femme,Marié(e),5,Vêtements,0.2,2317000,Oui,Oui,Oui,3,0,0,Oui,708,2036000,9,0.88,0
MAD-00507,64,Femme,Marié(e),1,Cosmétiques,5.8,1347000,Non,Oui,Non,0,0,0,Oui,595,1490000,12,1.11,0
MAD-00508,42,Femme,Veuf(ve),3,Vêtements,35.0,3835000,Non,Oui,Non,2,1,74,Non,405,1229000,9,0.32,0
MAD-00509,31,Femme,Marié(e),2,Tissus_Pagnes,9.6,8447000,Oui,Oui,Non,1,0,0,Non,703,3821000,9,0.45,0
MAD-00510,43,Femme,Divorcé(e),3,Alimentation,7.1,1367000,Non,Non,Non,5,0,0,Non,370,769000,12,0.56,0
MAD-00511,20,Homme,Divorcé(e),3,Tissus_Pagnes,9.9,3216000,Oui,Non,Oui,0,1,67,Oui,455,321000,9,0.1,0
MAD-00512,34,Femme,Célibataire,3,Cosmétiques,3.4,2970000,Oui,Oui,Oui,2,0,0,Oui,593,2368000,12,0.8,1
MAD-00513,39,Femme,Marié(e),0,Vêtements,3.1,3558000,Non,Oui,Non,1,1,8,Oui,664,848000,3,0.24,0
MAD-00514,37,Homme,Marié(e),1,Vêtements,5.3,1901000,Oui,Non,Oui,3,0,0,Non,821,426000,3,0.22,0
MAD-00515,46,Femme,Marié(e),3,Alimentation,11.2,1687000,Non,Oui,Non,0,0,0,Non,577,1796000,18,1.06,0
MAD-00516,41,Femme,Célibataire,2,Alimentation,1.9,1443000,Oui,Non,Oui,0,1,54,Oui,580,1063000,9,0.74,0
MAD-00517,45,Homme,Marié(e),4,Chaussures,1.0,6180000,Non,Oui,Oui,1,0,0,Non,847,1111000,6,0.18,0
MAD-00518,30,Femme,Veuf(ve),4,Vêtements,15.8,2197000,Oui,Non,Non,5,0,0,Non,620,2052000,9,0.93,0
MAD-00519,47,Femme,Célibataire,4,Alimentation,2.5,2322000,Non,Oui,Non,0,0,0,Non,642,1088000,12,0.47,0
MAD-00520,55,Femme,Marié(e),2,Divers,0.6,9430000,Non,Oui,Non,0,1,32,Oui,440,1183000,3,0.13,0
MAD-00521,27,Homme,Célibataire,2,Vêtements,5.6,2143000,Oui,Oui,Oui,2,0,0,Oui,796,848000,9,0.4,0
MAD-00522,28,Femme,Marié(e),3,Quincaillerie,11.6,3919000,Oui,Oui,Non,2,0,0,Non,555,495000,3,0.13,0
MAD-00523,52,Femme,Divorcé(e),2,Cosmétiques,3.2,5406000,Oui,Oui,Non,1,0,0,Oui,644,5207000,18,0.96,0
MAD-00524,35,Femme,Marié(e),6,Chaussures,10.6,5489000,Oui,Non,Non,3,1,3,Oui,637,2596000,9,0.47,0
MAD-00525,53,Femme,Veuf(ve),4,Cosmétiques,0.0,1422000,Non,Oui,Non,1,0,0,Oui,607,1576000,18,1.11,0
MAD-00526,33,Homme,Divorcé(e),6,Alimentation,0.5,2013000,Oui,Oui,Oui,0,0,0,Oui,580,915000,12,0.45,0
MAD-00527,54,Femme,Divorcé(e),2,Électronique_Téléphonie,3.1,3586000,Non,Oui,Non,0,1,51,Oui,545,4034000,18,1.12,1
MAD-00528,39,Homme,Marié(e),5,Électronique_Téléphonie,2.8,8630000,Oui,Oui,Non,0,0,0,Non,778,1609000,6,0.19,0
MAD-00529,40,Femme,Divorcé(e),4,Vêtements,7.4,2168000,Oui,Oui,Non,2,0,0,Non,825,499000,3,0.23,0
MAD-00530,55,Femme,Marié(e),1,Chaussures,11.3,2594000,Non,Oui,Non,0,0,0,Oui,584,3564000,18,1.37,0
MAD-00531,34,Homme,Célibataire,0,Tissus_Pagnes,7.1,3939000,Oui,Non,Oui,0,0,0,Non,579,4126000,18,1.05,0
MAD-00532,27,Femme,Marié(e),1,Quincaillerie,2.6,4237000,Oui,Non,Non,1,0,0,Non,547,3210000,18,0.76,1
MAD-00533,33,Femme,Marié(e),2,Électronique_Téléphonie,0.9,4327000,Oui,Oui,Oui,0,0,0,Non,850,6866000,24,1.59,0
MAD-00534,42,Homme,Marié(e),2,Alimentation,1.7,1908000,Oui,Non,Oui,2,0,0,Non,631,621000,9,0.33,0
MAD-00535,20,Femme,Marié(e),0,Électronique_Téléphonie,12.5,2583000,Oui,Oui,Non,0,1,52,Non,642,1376000,9,0.53,1
MAD-00536,45,Femme,Marié(e),3,Divers,1.8,3384000,Non,Oui,Oui,1,0,0,Non,662,2215000,12,0.65,0
MAD-00537,32,Homme,Divorcé(e),3,Chaussures,18.9,6490000,Oui,Non,Non,1,0,0,Oui,818,2416000,3,0.37,0
MAD-00538,50,Femme,Marié(e),3,Alimentation,5.6,2762000,Non,Non,Oui,3,0,0,Non,577,917000,12,0.33,0
MAD-00539,18,Femme,Célibataire,0,Électronique_Téléphonie,9.5,3207000,Non,Oui,Oui,1,1,33,Oui,450,481000,18,0.15,0
MAD-00540,29,Femme,Marié(e),1,Cosmétiques,2.3,1751000,Oui,Oui,Oui,1,0,0,Non,787,668000,9,0.38,0
MAD-00541,19,Femme,Célibataire,4,Vêtements,1.1,8275000,Oui,Oui,Oui,1,0,0,Oui,701,767000,6,0.09,0
MAD-00542,28,Femme,Célibataire,1,Quincaillerie,0.1,3223000,Oui,Oui,Oui,1,0,0,Oui,661,1553000,12,0.48,0
MAD-00543,40,Homme,Marié(e),4,Cosmétiques,6.6,5549000,Non,Oui,Oui,1,1,49,Non,664,2586000,18,0.47,0
MAD-00544,36,Femme,Célibataire,3,Électronique_Téléphonie,0.4,3019000,Oui,Oui,Oui,1,1,25,Non,628,647000,6,0.21,0
MAD-00545,35,Femme,Divorcé(e),3,Cosmétiques,0.8,3124000,Oui,Non,Oui,0,0,0,Oui,761,594000,6,0.19,0
MAD-00546,36,Femme,Divorcé(e),1,Vêtements,11.8,1650000,Oui,Oui,Oui,3,0,0,Non,642,1632000,12,0.99,1
MAD-00547,40,Femme,Marié(e),0,Divers,1.4,948000,Oui,Oui,Oui,2,0,0,Oui,701,975000,18,1.03,0
MAD-00548,26,Femme,Marié(e),6,Cosmétiques,1.9,5946000,Non,Non,Oui,2,0,0,Oui,647,6081000,12,1.02,0
MAD-00549,45,Homme,Célibataire,5,Tissus_Pagnes,2.4,3160000,Oui,Oui,Oui,1,0,0,Non,590,1688000,9,0.53,0
MAD-00550,45,Femme,Marié(e),3,Vêtements,2.8,3398000,Oui,Oui,Oui,0,0,0,Oui,601,831000,3,0.24,0
MAD-00551,42,Femme,Divorcé(e),4,Alimentation,1.3,1527000,Oui,Oui,Oui,2,0,0,Oui,584,698000,9,0.46,0
MAD-00552,44,Homme,Marié(e),3,Chaussures,4.1,1923000,Non,Non,Oui,1,0,0,Oui,623,3399000,18,1.77,0
MAD-00553,41,Femme,Divorcé(e),2,Tissus_Pagnes,11.1,5639000,Non,Non,Oui,3,1,71,Oui,452,2372000,6,0.42,0
MAD-00554,60,Femme,Marié(e),1,Quincaillerie,24.5,8438000,Oui,Oui,Non,2,0,0,Non,659,1966000,6,0.23,0
MAD-00555,37,Homme,Marié(e),5,Divers,5.6,2270000,Oui,Oui,Oui,0,1,72,Oui,548,1005000,6,0.44,1
MAD-00556,34,Femme,Veuf(ve),5,Chaussures,8.4,4531000,Non,Non,Oui,1,0,0,Non,618,1604000,6,0.35,0
MAD-00557,29,Femme,Divorcé(e),2,Vêtements,1.5,3329000,Oui,Non,Non,0,0,0,Non,640,1596000,9,0.48,0
MAD-00558,26,Femme,Divorcé(e),2,Chaussures,0.6,2786000,Oui,Oui,Non,1,1,54,Oui,488,2030000,12,0.73,1
MAD-00559,24,Femme,Veuf(ve),2,Alimentation,4.0,8311000,Oui,Oui,Oui,3,0,0,Non,594,5768000,9,0.69,0
MAD-00560,28,Femme,Marié(e),3,Électronique_Téléphonie,18.1,2848000,Oui,Non,Non,1,0,0,Oui,469,300000,12,0.11,0
MAD-00561,37,Homme,Marié(e),2,Tissus_Pagnes,10.9,6180000,Oui,Oui,Non,5,0,0,Oui,609,2757000,9,0.45,0
MAD-00562,41,Femme,Marié(e),3,Quincaillerie,2.0,3708000,Oui,Oui,Non,0,1,56,Non,447,5033000,18,1.36,1
MAD-00563,38,Homme,Marié(e),7,Vêtements,1.7,2982000,Oui,Oui,Non,2,0,0,Non,628,1155000,6,0.39,0
MAD-00564,29,Homme,Marié(e),3,Vêtements,3.9,6408000,Oui,Oui,Non,5,0,0,Oui,555,580000,3,0.09,0
MAD-00565,47,Femme,Veuf(ve),2,Divers,3.8,3584000,Oui,Oui,Non,2,0,0,Non,435,300000,9,0.08,0
MAD-00566,46,Homme,Marié(e),0,Tissus_Pagnes,4.3,2934000,Oui,Oui,Oui,0,0,0,Non,822,7102000,24,2.42,0
MAD-00567,36,Homme,Marié(e),5,Électronique_Téléphonie,3.7,6428000,Oui,Non,Non,3,0,0,Oui,599,4139000,12,0.64,0
MAD-00568,30,Homme,Marié(e),3,Quincaillerie,5.0,6030000,Oui,Oui,Non,1,1,47,Non,679,6960000,12,1.15,0
MAD-00569,44,Femme,Marié(e),4,Tissus_Pagnes,13.7,6140000,Non,Non,Oui,0,0,0,Oui,552,2881000,6,0.47,0
MAD-00570,40,Femme,Marié(e),1,Tissus_Pagnes,2.6,427000,Non,Oui,Oui,1,0,0,Oui,752,300000,6,0.7,0
MAD-00571,22,Femme,Célibataire,1,Tissus_Pagnes,1.8,3822000,Oui,Oui,Non,2,0,0,Oui,516,764000,24,0.2,0
MAD-00572,37,Femme,Marié(e),4,Électronique_Téléphonie,9.9,3621000,Oui,Non,Non,1,1,46,Oui,566,1525000,9,0.42,0
MAD-00573,40,Femme,Célibataire,4,Divers,6.5,3097000,Oui,Non,Non,3,0,0,Non,521,2133000,12,0.69,1
MAD-00574,28,Femme,Divorcé(e),4,Vêtements,0.8,4161000,Non,Oui,Oui,1,0,0,Oui,834,5213000,18,1.25,0
MAD-00575,40,Femme,Célibataire,6,Chaussures,2.4,3486000,Oui,Oui,Non,2,0,0,Oui,597,1278000,12,0.37,0
MAD-00576,21,Homme,Célibataire,4,Vêtements,6.6,4492000,Oui,Oui,Oui,3,0,0,Oui,694,1692000,6,0.38,0
MAD-00577,52,Femme,Marié(e),4,Cosmétiques,11.1,2886000,Non,Non,Non,2,0,0,Oui,640,1087000,6,0.38,0
MAD-00578,51,Femme,Marié(e),3,Électronique_Téléphonie,19.5,7328000,Oui,Oui,Oui,4,0,0,Non,617,1824000,3,0.25,0
MAD-00579,35,Femme,Marié(e),1,Quincaillerie,4.7,4681000,Oui,Non,Oui,2,0,0,Oui,666,5692000,24,1.22,0
